priority_group,bucket,finding_id,target_name,claim_type,confidence,evidence_type,evidence_ref,docsdb_status,suggested_action,summary
high,search-breadcrumb,3295,Ron Soffer,synthesis,confirmed,ref,GLEIF API,n/a,Replace with concrete source IDs (EFTA/SEC/CL/etc.); move search notes into finding detail.,"Comprehensive negative results across US regulatory databases: Zero SEC EDGAR filings for Ron Soffer or Soffer Avocats. Zero FARA registrations. Zero LDA lobbying records. Zero NYC ACRIS property records. Zero UCC filings. Zero FAA aircraft registrations. Zero GLEIF legal entity identifiers. Zero OpenSanctions hits. Zero USVI corporate registrations. Zero DS10 financial transactions. Zero corporate registrations in investigation registry.db matching Ron Soffer specifically (all FL Soffer entities are Turnberry/Aventura Soffer family, unrelated). No UK Companies House results (API key issue). This pattern of zero regulatory footprint despite confirmed bar admissions in NY, Israel, and Paris is notable for a tri-jurisdictional lawyer."
high,search-breadcrumb,3365,Safra National Bank of New York,direct_quote,confirmed,ref,CourtListener docket search for Safra National Bank,n/a,Replace with concrete source IDs (EFTA/SEC/CL/etc.); move search notes into finding detail.,"Cluster of 6 securities fraud lawsuits by Latin American investors against Safra National Bank filed same day (June 11, 2003, SD Florida) -- Zimmerman, Frydlewski, Inmobiliaria Natania, Mendizabal Sevilla, Succar Succar, De Las Casas"
high,search-breadcrumb,3399,Nan Morabia,direct_quote,confirmed,ref,France SIRENE registry search,n/a,Replace with concrete source IDs (EFTA/SEC/CL/etc.); move search notes into finding detail.,Morabia surname has significant French Sephardic presence: 8 entities in France SIRENE including Jeanne Einat Morabia and Robert Morabia
high,search-breadcrumb,3458,David Petraeus,direct_quote,confirmed,ref,FARA search results (empty),n/a,Replace with concrete source IDs (EFTA/SEC/CL/etc.); move search notes into finding detail.,"No FARA or lobbying registrations found for David Petraeus despite his post-government career at KKR Global Institute (partner since 2013) and extensive engagement with foreign governments and state-owned entities. Petraeus chairs the KKR Global Institute advising on geopolitical risk. FARA search returned zero registrants, zero foreign principals. Lobbying disclosure search returned zero filings. This is a negative result but noteworthy: Petraeus's KKR role involves direct engagement with sovereign wealth funds and foreign government officials but apparently falls outside FARA/LDA registration requirements."
high,search-breadcrumb,3458,David Petraeus,direct_quote,confirmed,ref,LDA search results (empty),n/a,Replace with concrete source IDs (EFTA/SEC/CL/etc.); move search notes into finding detail.,"No FARA or lobbying registrations found for David Petraeus despite his post-government career at KKR Global Institute (partner since 2013) and extensive engagement with foreign governments and state-owned entities. Petraeus chairs the KKR Global Institute advising on geopolitical risk. FARA search returned zero registrants, zero foreign principals. Lobbying disclosure search returned zero filings. This is a negative result but noteworthy: Petraeus's KKR role involves direct engagement with sovereign wealth funds and foreign government officials but apparently falls outside FARA/LDA registration requirements."
high,search-breadcrumb,3462,Paula Broadwell,direct_quote,confirmed,ref,CourtListener search 'Paula Broadwell',n/a,Replace with concrete source IDs (EFTA/SEC/CL/etc.); move search notes into finding detail.,"No criminal prosecution or civil litigation found against or by Paula Broadwell post-scandal. CourtListener search for 'Paula Broadwell' returned no cases where she was a named party (the bankruptcy result was a different Paula Broadwell in E.D. Washington, 2001). Broadwell was never charged despite having classified documents on her computer. The FBI investigated her as part of the Petraeus case but she was essentially treated as a witness/victim rather than a co-conspirator. She appears in the Kelley v. FBI case (docket 4212034) as a referenced party. The absence of any Broadwell prosecution is a significant data point — the DOJ chose to charge only Petraeus and only with a misdemeanor."
high,search-breadcrumb,3465,David Petraeus,direct_quote,confirmed,ref,CourtListener search 'Giuffre Maxwell Petraeus' (no relevant results),n/a,Replace with concrete source IDs (EFTA/SEC/CL/etc.); move search notes into finding detail.,"No Petraeus references found in Epstein-related litigation (Giuffre v. Maxwell, USVI v. JPMorgan). CourtListener search for 'Giuffre Maxwell Petraeus' returned zero relevant results. Petraeus does not appear in the Giuffre v. Maxwell sealed depositions or docket materials indexed on CourtListener, nor in any USVI v. JPMorgan filings. This is a negative result: Petraeus was connected to Epstein through intermediaries (Pritzker, Rothschild, Nides, Wolff) but was not named in the major Epstein-related civil litigation."
high,search-breadcrumb,3522,Robert Kraft,direct_quote,confirmed,ref,FEC.gov campaign finance database donor search Robert Kraft,n/a,Replace with concrete source IDs (EFTA/SEC/CL/etc.); move search notes into finding detail.,"FEC campaign finance records show Robert Kraft donates to both Republican and Democratic candidates. Using employer 'THE KRAFT GROUP' or 'NEW ENGLAND PATRIOTS' from Foxborough MA. Key 2024-2025 donations: Dave McCormick (R-PA Senate) 24,500+6,500; Collins for Senator (Susan Collins, R-ME) 5,000; GRIDIRON-PAC (NFL industry PAC) 5,000; Torres for Congress 6,600; Rosen for Nevada 5,800; Equality Project PAC 6,600; Feely for Congress 10,500. His son Daniel Kraft donates heavily to AIPAC (12,000+). Son Jonathan gives to NRSC (10,000) and One Team Senate Majority (10,000). Pattern: bipartisan giving with pro-Israel tilt."
high,search-breadcrumb,3524,Robert Kraft,direct_quote,confirmed,ref,SEC EDGAR EFTS full-text search lookup 'Robert Kraft' - 339 total filings,n/a,Replace with concrete source IDs (EFTA/SEC/CL/etc.); move search notes into finding detail.,"SEC EDGAR entity lookup reveals Robert Kraft's name appears in 339 total SEC filings across multiple public companies: Apollo Global Management (37 filings as board director), Hillman Solutions/Hillman Companies (41 filings - indicating a board or ownership role), Hadera Paper Ltd / American Israeli Paper Mills Ltd (12 filings - Israeli paper company, matching Kraft's paper/packaging business), Viacom (5 filings), DirectTV (3 filings), Apollo Commercial Real Estate Finance (3 filings - Apollo subsidiary), Omnicare (3 filings). The Hillman and Israeli paper connections require follow-up investigation."
high,search-breadcrumb,3530,Robert Kraft,synthesis,confirmed,ref,CourtListener search Rand-Whitney,n/a,Replace with concrete source IDs (EFTA/SEC/CL/etc.); move search notes into finding detail.,"Rand-Whitney Group/Container/Packaging Corp — Kraft Group subsidiary — has extensive federal litigation: at least 9 cases across D. Mass, D. Conn, D.N.H. including employment disputes (Reyes v. Rand-Whitney Packaging Corp, D. Mass), environmental/business disputes (Rand-Whitney v. Montville, D. Conn), bankruptcy adversary proceedings, and contract disputes (Freightcor Services v. Rand-Whitney Group, D. Mass). Confirms Kraft Group's industrial/packaging operations are a major business line with active litigation footprint."
high,search-breadcrumb,3535,Robert Kraft,synthesis,confirmed,ref,CourtListener search New England Patriots,n/a,Replace with concrete source IDs (EFTA/SEC/CL/etc.); move search notes into finding detail.,"New England Patriots LLC has significant federal litigation as a party: Serra v. New England Patriots LLC (1:24-cv-10178, D. Mass, 2024, Other Statutory Actions), Arena IP LLC v. New England Patriots LLC (D. Mass 2023, Patent), New England Patriots Fans v. NFL (D. Mass 2016, Deflategate), Davenport v. New England Patriots (D. Mass 1997, Civil Rights), Meggett v. New England Patriots (D. Mass 2000, Medical Malpractice), Gary v. New England Patriots (E.D. La 2008, RICO), MAYER v. BELICHICK (D.N.J. 2007, Spygate RICO). The Kraft Group's NFL operations generate diverse litigation."
high,search-breadcrumb,3605,Noam Chomsky,paraphrase,confirmed,ref,"Registry search, ACRIS search, EDGAR search, DS10 search, OpenSanctions search, FEC search",n/a,Replace with concrete source IDs (EFTA/SEC/CL/etc.); move search notes into finding detail.,"Negative result: No Chomsky entities found in corporate registries (FL, NY, DE, etc.), no ACRIS property records in NYC for Noam/Valeria Chomsky, no SEC EDGAR filings, no OpenSanctions records, no DS10 financial transactions, no Valeria Chomsky FEC donations."
normal,canonical-but-missing-quote,3,Leon Black,paraphrase,high,efta,EFTA00027019,absent,"Ingest missing EFTA document into docs DB, then rerun quote backfill.","Leon Black / Rothschild Group transactions documented in EFTA00027019 showing massive transfers: $40M, $50M, $5M (Black Family Partners), $10M, $25M, $45M, $58M, $65M from Leon Black through Rothschild trust structures. Transaction dates include Oct-Dec 2013 through 2015. These appear to be the consulting fee payments totaling $158M+."
normal,canonical-but-missing-quote,10,Leon Black,paraphrase,high,efta,EFTA02731655,absent,"Ingest missing EFTA document into docs DB, then rerun quote backfill.","DANY (Manhattan DA) investigated Leon Black regarding trafficking allegations. Multiple victims identified: (1) Victim instructed to massage Black at Epstein's NYC residence circa 2011-2012; Black initiated sexual contact; victim ran out; Epstein laughed when she complained. (2) At least 2 additional victims investigated by DANY (calls with Jeanne M. Christensen, partner at Wigdor LLP, who represented victims). DANY ultimately closed investigation as to Black. SDNY also involved (US v. Black case documents). Senate Finance Committee (Sen. Wyden) investigated Black-Epstein relationship; received memorandum from Paul Weiss on Black's behalf."
normal,canonical-but-missing-quote,10,Leon Black,paraphrase,high,efta,EFTA02731689,absent,"Ingest missing EFTA document into docs DB, then rerun quote backfill.","DANY (Manhattan DA) investigated Leon Black regarding trafficking allegations. Multiple victims identified: (1) Victim instructed to massage Black at Epstein's NYC residence circa 2011-2012; Black initiated sexual contact; victim ran out; Epstein laughed when she complained. (2) At least 2 additional victims investigated by DANY (calls with Jeanne M. Christensen, partner at Wigdor LLP, who represented victims). DANY ultimately closed investigation as to Black. SDNY also involved (US v. Black case documents). Senate Finance Committee (Sen. Wyden) investigated Black-Epstein relationship; received memorandum from Paul Weiss on Black's behalf."
normal,canonical-but-missing-quote,21,Reid Weingarten,paraphrase,high,efta,EFTA00014330,absent,"Ingest missing EFTA document into docs DB, then rerun quote backfill.","Weingarten served as co-lead defense counsel for Epstein in US v. Epstein, 19 Cr. 490 (SDNY 2019). Defense team included Martin Weinberg (Boston), Marc Fernich, Michael Scavelli (Steptoe), and Jason Meade (Steptoe). Key dates: 7/7/2019 Weingarten email 'Thanks see you in the morning' re case; 7/11/2019 appearance notice filed; 7/14-15/2019 bail memo discussions; 7/25/2019 bail hearing; 8/1/2019 preservation requests; 8/10/2019 Epstein death and pathologist request; 8/20/2019 2nd Circuit appeal (Dkt 19-2221); 11/19/2019 call with SDNY re indictment even post-mortem."
normal,canonical-but-missing-quote,21,Reid Weingarten,paraphrase,high,efta,EFTA00019661,absent,"Ingest missing EFTA document into docs DB, then rerun quote backfill.","Weingarten served as co-lead defense counsel for Epstein in US v. Epstein, 19 Cr. 490 (SDNY 2019). Defense team included Martin Weinberg (Boston), Marc Fernich, Michael Scavelli (Steptoe), and Jason Meade (Steptoe). Key dates: 7/7/2019 Weingarten email 'Thanks see you in the morning' re case; 7/11/2019 appearance notice filed; 7/14-15/2019 bail memo discussions; 7/25/2019 bail hearing; 8/1/2019 preservation requests; 8/10/2019 Epstein death and pathologist request; 8/20/2019 2nd Circuit appeal (Dkt 19-2221); 11/19/2019 call with SDNY re indictment even post-mortem."
normal,canonical-but-missing-quote,21,Reid Weingarten,paraphrase,high,efta,EFTA00020937,absent,"Ingest missing EFTA document into docs DB, then rerun quote backfill.","Weingarten served as co-lead defense counsel for Epstein in US v. Epstein, 19 Cr. 490 (SDNY 2019). Defense team included Martin Weinberg (Boston), Marc Fernich, Michael Scavelli (Steptoe), and Jason Meade (Steptoe). Key dates: 7/7/2019 Weingarten email 'Thanks see you in the morning' re case; 7/11/2019 appearance notice filed; 7/14-15/2019 bail memo discussions; 7/25/2019 bail hearing; 8/1/2019 preservation requests; 8/10/2019 Epstein death and pathologist request; 8/20/2019 2nd Circuit appeal (Dkt 19-2221); 11/19/2019 call with SDNY re indictment even post-mortem."
normal,canonical-but-missing-quote,21,Reid Weingarten,paraphrase,high,efta,EFTA00021400,absent,"Ingest missing EFTA document into docs DB, then rerun quote backfill.","Weingarten served as co-lead defense counsel for Epstein in US v. Epstein, 19 Cr. 490 (SDNY 2019). Defense team included Martin Weinberg (Boston), Marc Fernich, Michael Scavelli (Steptoe), and Jason Meade (Steptoe). Key dates: 7/7/2019 Weingarten email 'Thanks see you in the morning' re case; 7/11/2019 appearance notice filed; 7/14-15/2019 bail memo discussions; 7/25/2019 bail hearing; 8/1/2019 preservation requests; 8/10/2019 Epstein death and pathologist request; 8/20/2019 2nd Circuit appeal (Dkt 19-2221); 11/19/2019 call with SDNY re indictment even post-mortem."
